b_3	a_3	x_3	y_3		Forward info on b and a per 3 sink:			period 3 sink + tangent together:		-0.27695,1.2059761555840738
-0.2999 ,	1.173198507953394 ,	-0.02657353254957902 ,	-0.7497528011518759 ,		b	a	x	y		
-0.3079999999999991 ,	1.162107055526875 ,	-0.028140599352887662 ,	-0.7475974828416257 ,		-0.29195	1.184326999	-0.02509769584	-0.7517466803		
-0.3080499999999991 ,	1.1620393652956165 ,	-0.028150474615027052 ,	-0.7475837890304823 ,		-0.2919	1.184397748	-0.02508860556	-0.7517588409		
-0.3080999999999991 ,	1.1619716845879304 ,	-0.02816035237638435 ,	-0.7475700904347747 ,		-0.29185	1.184468507	-0.02507951765	-0.7517709967		
-0.3081499999999991 ,	1.161904013404013 ,	-0.028170232637323555 ,	-0.7475563870543668 ,		-0.2918	1.184539275	-0.02507043212	-0.7517831478		
-0.3081999999999991 ,	1.1618363517439576 ,	-0.028180115398228005 ,	-0.7475426788891608 ,		-0.29175	1.184610052	-0.02506134897	-0.7517952941		
-0.3082499999999991 ,	1.1617686996079273 ,	-0.028190000659466745 ,	-0.7475289659390313 ,		-0.2917	1.18468084	-0.02505226818	-0.7518074357		
-0.3082999999999991 ,	1.161701056996104 ,	-0.02819988842140773 ,	-0.7475152482038468 ,		-0.29165	1.184751636	-0.02504318977	-0.7518195726		
-0.30834999999999907 ,	1.161633423908578 ,	-0.02820977868443301 ,	-0.7475015256835155 ,		-0.2916	1.184822442	-0.02503411374	-0.7518317048		
-0.30839999999999906 ,	1.1615658003455507 ,	-0.028219671448906598 ,	-0.7474877983778976 ,		-0.29155	1.184893258	-0.02502504008	-0.7518438322		
-0.30844999999999906 ,	1.1614981863071099 ,	-0.02822956671521054 ,	-0.7474740662868978 ,		-0.2915	1.184964083	-0.02501596879	-0.7518559549		
-0.30849999999999905 ,	1.1614305817934256 ,	-0.02823946448371357 ,	-0.747460329410393 ,		-0.29145	1.185034918	-0.02500689987	-0.7518680728		
-0.30854999999999905 ,	1.1613629868046504 ,	-0.028249364754787846 ,	-0.7474465877482617 ,		-0.2914	1.185105762	-0.02499783333	-0.751880186		
-0.30859999999999904 ,	1.161295401340958 ,	-0.02825926752880118 ,	-0.7474328413003813 ,		-0.29135	1.185176615	-0.02498876915	-0.7518922945		
-0.30864999999999904 ,	1.1612278254024602 ,	-0.02826917280613192 ,	-0.7474190900666454 ,		-0.2913	1.185247476	-0.02497970753	-0.7519044038		
-0.30869999999999903 ,	1.1611602589892391 ,	-0.028279080587163496 ,	-0.7474053340469652 ,		-0.29125	1.18531835	-0.02497064792	-0.7519164972		
-0.308749999999999 ,	1.1610927021015716 ,	-0.028288990872245696 ,	-0.7473915732411763 ,		-0.2912	1.185389232	-0.02496159086	-0.7519285915		
-0.308799999999999 ,	1.1610251547395316 ,	-0.028298903661764404 ,	-0.74737780764919 ,		-0.29115	1.185460124	-0.02495253617	-0.7519406811		
-0.308849999999999 ,	1.1609576169032467 ,	-0.02830881895609327 ,	-0.7473640372708982 ,		-0.2911	1.185531025	-0.02494348384	-0.7519527659		
-0.308899999999999 ,	1.1608900885928863 ,	-0.02831873675560231 ,	-0.7473502621061816 ,		-0.29105	1.185601935	-0.02493443389	-0.751964846		
-0.308949999999999 ,	1.16082256980859 ,	-0.028328657060663304 ,	-0.7473364821549227 ,		-0.291	1.185672855	-0.02492538631	-0.7519769213		
-0.308999999999999 ,	1.1607550605505423 ,	-0.028338579871642892 ,	-0.7473226974169965 ,		-0.29095	1.185743784	-0.02491634109	-0.7519889919		
-0.309049999999999 ,	1.1606875608188223 ,	-0.028348505188924195 ,	-0.7473089078923139 ,		-0.2909	1.185814723	-0.02490729825	-0.7520010578		
-0.309099999999999 ,	1.1606200706136112 ,	-0.028358433012872757 ,	-0.7472951135807487 ,		-0.29085	1.185885671	-0.02489825777	-0.752013119		
-0.309149999999999 ,	1.1605525899350533 ,	-0.028368363343861475 ,	-0.747281314482188 ,		-0.2908	1.185956629	-0.02488921965	-0.7520251754		
-0.309199999999999 ,	1.1604851187833116 ,	-0.028378296182258653 ,	-0.7472675105965103 ,		-0.29075	1.186027596	-0.02488018391	-0.7520372271		
-0.30924999999999897 ,	1.1604176571585136 ,	-0.02838823152843909 ,	-0.7472537019236117 ,		-0.2907	1.186098573	-0.02487115053	-0.7520492741		
-0.30929999999999896 ,	1.160350205060777 ,	-0.02839816938278008 ,	-0.7472398884633904 ,		-0.29065	1.186169559	-0.02486211952	-0.7520613163		
-0.30934999999999896 ,	1.1602827624902814 ,	-0.028408109745647406 ,	-0.7472260702157223 ,		-0.2906	1.186240554	-0.02485309087	-0.7520733538		
-0.30939999999999895 ,	1.1602153294471504 ,	-0.028418052617415767 ,	-0.7472122471805017 ,		-0.29055	1.186311559	-0.02484406459	-0.7520853866		
-0.30944999999999895 ,	1.1601479059315616 ,	-0.028427997998452033 ,	-0.7471984193576079 ,		-0.2905	1.186382574	-0.02483504067	-0.7520974146		
-0.30949999999999894 ,	1.1600804919436545 ,	-0.028437945889127517 ,	-0.747184586746927 ,		-0.29045	1.186453598	-0.02482601912	-0.7521094379		
-0.30954999999999894 ,	1.1600130874835406 ,	-0.028447896289820578 ,	-0.7471707493483629 ,		-0.2904	1.186524632	-0.02481699993	-0.7521214565		
-0.30959999999999893 ,	1.1599456925514067 ,	-0.02845784920089587 ,	-0.7471569071617896 ,		-0.29035	1.186595674	-0.02480798315	-0.7521334712		
-0.3096499999999989 ,	1.1598783071473595 ,	-0.028467804622730172 ,	-0.7471430601871114 ,		-0.2903	1.186666727	-0.02479896864	-0.7521454795		
-0.3096999999999989 ,	1.1598109312715608 ,	-0.02847776255569178 ,	-0.7471292084242103 ,		-0.29025	1.186737789	-0.02478995654	-0.7521574839		
-0.3097499999999989 ,	1.1597435649241592 ,	-0.028487723000152353 ,	-0.7471153518729754 ,		-0.2902	1.18680886	-0.02478094681	-0.7521694836		
-0.3097999999999989 ,	1.159676208105297 ,	-0.028497685956482378 ,	-0.7471014905332973 ,		-0.29015	1.186879941	-0.02477193943	-0.7521814785		
-0.3098499999999989 ,	1.1596088608151593 ,	-0.028507651425046812 ,	-0.7470876244050526 ,		-0.2901	1.186951031	-0.0247629345	-0.7521934688		
-0.3098999999999989 ,	1.1595415230537909 ,	-0.028517619406234627 ,	-0.7470737534881687 ,		-0.29005	1.187022131	-0.02475393177	-0.7522054542		
-0.3099499999999989 ,	1.1594741948214566 ,	-0.028527589900394227 ,	-0.7470598777824894 ,		-0.29	1.18709324	-0.02474493148	-0.752217435		
-0.3099999999999989 ,	1.1594068761182437 ,	-0.02853756290790767 ,	-0.7470459972879304 ,		-0.28995	1.187164359	-0.02473593355	-0.752229411		
-0.3100499999999989 ,	1.1593395669442745 ,	-0.028547538429149418 ,	-0.7470321120043902 ,		-0.2899	1.187235487	-0.02472693799	-0.7522413824		
-0.3100999999999989 ,	1.1592722672997195 ,	-0.028557516464485566 ,	-0.7470182219317508 ,		-0.28985	1.187306625	-0.02471794477	-0.7522533489		
-0.31014999999999887 ,	1.1592049771847526 ,	-0.028567497014281903 ,	-0.747004327069893 ,		-0.2898	1.187377772	-0.02470895392	-0.7522653107		
-0.31019999999999887 ,	1.159137696599464 ,	-0.028577480078918426 ,	-0.7469904274187289 ,		-0.28975	1.187448929	-0.02469996543	-0.7522772678		
-0.31024999999999886 ,	1.1590704255440234 ,	-0.028587465658762256 ,	-0.7469765229781432 ,		-0.2897	1.187520095	-0.0246909793	-0.7522892202		
-0.31029999999999885 ,	1.1590031640185783 ,	-0.02859745375418169 ,	-0.7469626137480239 ,		-0.28965	1.18759127	-0.02468199552	-0.7523011679		
-0.31034999999999885 ,	1.1589359120232794 ,	-0.02860744436554737 ,	-0.7469486997282656 ,		-0.2896	1.187662456	-0.02467301411	-0.7523131108		
-0.31039999999999884 ,	1.1588686695582882 ,	-0.028617437493226854 ,	-0.7469347809187529 ,		-0.28955	1.18773365	-0.02466403505	-0.7523250491		
-0.31044999999999884 ,	1.1588014366237058 ,	-0.028627433137596324 ,	-0.7469208573193925 ,		-0.2895	1.187804854	-0.02465505834	-0.7523369825		
-0.31049999999999883 ,	1.1587342132196932 ,	-0.028637431299025264 ,	-0.7469069289300768 ,		-0.28945	1.187876067	-0.024646084	-0.7523489113		
-0.3105499999999988 ,	1.1586669993464163 ,	-0.028647431977878543 ,	-0.7468929957506895 ,		-0.2894	1.18794729	-0.02463711201	-0.7523608353		
-0.3105999999999988 ,	1.1585997950040272 ,	-0.028657435174524983 ,	-0.7468790577811205 ,		-0.28935	1.188018523	-0.02462814238	-0.7523727547		
-0.3106499999999988 ,	1.1585326001926242 ,	-0.028667440889343712 ,	-0.7468651150212817 ,		-0.2893	1.188089765	-0.0246191751	-0.7523846692		
-0.3106999999999988 ,	1.15846541491238 ,	-0.02867744912269862 ,	-0.7468511674710595 ,		-0.28925	1.188161016	-0.02461021017	-0.7523965791		
-0.3107499999999988 ,	1.1583982391634464 ,	-0.02868745987495928 ,	-0.7468372151303423 ,		-0.2892	1.188232277	-0.02460124761	-0.7524084842		
-0.3107999999999988 ,	1.1583310729459608 ,	-0.02869747314649626 ,	-0.7468232579990296 ,		-0.28915	1.188303547	-0.02459228739	-0.7524203847		
-0.3108499999999988 ,	1.1582639162600956 ,	-0.028707488937674604 ,	-0.7468092960770049 ,		-0.2891	1.188374827	-0.02458332953	-0.7524322803		
-0.3108999999999988 ,	1.1581967691059318 ,	-0.02871750724887436 ,	-0.746795329364188 ,		-0.28905	1.188446116	-0.02457437402	-0.7524441713		
-0.3109499999999988 ,	1.1581296314836667 ,	-0.02872752808045615 ,	-0.7467813578604542 ,		-0.289	1.188517415	-0.02456542087	-0.7524560576		
-0.3109999999999988 ,	1.1580625033934286 ,	-0.02873755143279289 ,	-0.7467673815657072 ,		-0.28895	1.188588723	-0.02455647007	-0.7524679391		
-0.31104999999999877 ,	1.1579953848353726 ,	-0.028747577306251274 ,	-0.7467534004798372 ,		-0.2889	1.18866004	-0.02454752162	-0.7524798159		
-0.31109999999999877 ,	1.1579282758096543 ,	-0.028757605701199635 ,	-0.7467394146027341 ,		-0.28885	1.188731367	-0.02453857552	-0.7524916879		
-0.31114999999999876 ,	1.1578611763163842 ,	-0.028767636618012436 ,	-0.7467254239343131 ,		-0.2888	1.188802704	-0.02452963178	-0.7525035553		
-0.31119999999999876 ,	1.1577940863557197 ,	-0.028777670057057322 ,	-0.7467114284744608 ,		-0.28875	1.18887405	-0.02452069038	-0.7525154179		
-0.31124999999999875 ,	1.1577270059278255 ,	-0.028787706018699222 ,	-0.7466974282230706 ,		-0.2887	1.188945405	-0.02451175134	-0.7525272758		
-0.31129999999999874 ,	1.1576599350328218 ,	-0.02879774450331129 ,	-0.7466834231800451 ,		-0.28865	1.18901677	-0.02450281465	-0.752539129		
-0.31134999999999874 ,	1.157592873670899 ,	-0.028807785511254937 ,	-0.7466694133452653 ,		-0.2886	1.189088145	-0.0244938803	-0.7525509775		
-0.31139999999999873 ,	1.1575258218421378 ,	-0.0288178290429101 ,	-0.7466553987186534 ,		-0.28855	1.189159528	-0.02448494831	-0.7525628212		
-0.31144999999999873 ,	1.1574587795467122 ,	-0.02882787509864032 ,	-0.7466413793000954 ,		-0.2885	1.189230922	-0.02447601867	-0.7525746602		
-0.3114999999999987 ,	1.157391746784781 ,	-0.02883792367881205 ,	-0.7466273550894867 ,		-0.28845	1.189302325	-0.02446709137	-0.7525864945		
-0.3115499999999987 ,	1.15732472355647 ,	-0.028847974783796696 ,	-0.7466133260867306 ,		-0.2884	1.189373737	-0.02445816642	-0.7525983241		
-0.3115999999999987 ,	1.1572577098619645 ,	-0.028858028413957248 ,	-0.7465992922917091 ,		-0.28835	1.189445159	-0.02444924382	-0.7526101489		
-0.3116499999999987 ,	1.1571907057013542 ,	-0.028868084569670303 ,	-0.746585253704343 ,		-0.2883	1.18951659	-0.02444032357	-0.752621969		
-0.3116999999999987 ,	1.1571237110748074 ,	-0.028878143251299636 ,	-0.7465712103245242 ,		-0.28825	1.189588031	-0.02443140566	-0.7526337845		
-0.3117499999999987 ,	1.15705672598247 ,	-0.028888204459215566 ,	-0.746557162152148 ,		-0.2882	1.189659481	-0.02442249012	-0.7526455953		
-0.3117999999999987 ,	1.156989750424491 ,	-0.02889826819378409 ,	-0.7465431091871139 ,		-0.28815	1.189730939	-0.02441357708	-0.752657404		
-0.3118499999999987 ,	1.1569227844010124 ,	-0.028908334455373733 ,	-0.746529051429322 ,		-0.2881	1.189802409	-0.02440466603	-0.7526692024		
-0.3118999999999987 ,	1.1568558279122096 ,	-0.028918403244348283 ,	-0.7465149888786614 ,		-0.28805	1.189873888	-0.02439575751	-0.7526809989		
-0.3119499999999987 ,	1.1567888809581341 ,	-0.028928474561090742 ,	-0.7465009215350665 ,		-0.288	1.189945376	-0.02438685133	-0.7526927907		
-0.31199999999999867 ,	1.1567219435390639 ,	-0.028938548405947423 ,	-0.7464868493983873 ,		-0.28795	1.190016873	-0.0243779475	-0.7527045778		
-0.31204999999999866 ,	1.1566550156550317 ,	-0.02894862477930342 ,	-0.7464727724685666 ,		-0.2879	1.19008838	-0.02436904602	-0.7527163601		
-0.31209999999999866 ,	1.1565880973062705 ,	-0.028958703681513515 ,	-0.7464586907454728 ,		-0.28785	1.190159897	-0.02436014687	-0.7527281378		
-0.31214999999999865 ,	1.1565211884928193 ,	-0.02896878511296266 ,	-0.746444604229046 ,		-0.2878	1.190231422	-0.02435125008	-0.7527399107		
-0.31219999999999865 ,	1.1564542892149359 ,	-0.02897886907399906 ,	-0.7464305129191444 ,		-0.28775	1.190302958	-0.02434235562	-0.7527516789		
-0.31224999999999864 ,	1.1563873994726692 ,	-0.028988955565006656 ,	-0.7464164168157068 ,		-0.2877	1.190374503	-0.02433346351	-0.7527634424		
-0.31229999999999863 ,	1.1563205192662305 ,	-0.02899904458634196 ,	-0.7464023159186084 ,		-0.28765	1.190446057	-0.02432457374	-0.7527752012		
-0.31234999999999863 ,	1.156253648595781 ,	-0.029009136138369664 ,	-0.7463882102277459 ,		-0.2876	1.19051762	-0.02431568625	-0.7527869554		
-0.3123999999999986 ,	1.1561867874614 ,	-0.029019230221467938 ,	-0.7463740997430456 ,		-0.28755	1.190589194	-0.02430680122	-0.7527987046		
-0.3124499999999986 ,	1.1561199358632572 ,	-0.02902932683599909 ,	-0.7463599844644004 ,		-0.2875	1.190660776	-0.02429791848	-0.7528104492		
-0.3124999999999986 ,	1.156053093801544 ,	-0.029039425982324455 ,	-0.7463458643916957 ,		-0.28745	1.190732368	-0.02428903807	-0.7528221891		
-0.3125499999999986 ,	1.1559862612763288 ,	-0.029049527660821597 ,	-0.7463317395248626 ,		-0.2874	1.19080397	-0.0242801601	-0.7528339243		
-0.3125999999999986 ,	1.1559194382877889 ,	-0.02905963187185396 ,	-0.7463176098637936 ,		-0.28735	1.190875581	-0.02427128429	-0.7528456548		
-0.3126499999999986 ,	1.155852624836076 ,	-0.029069738615785587 ,	-0.7463034754083854 ,		-0.2873	1.190947202	-0.0242624109	-0.7528573805		
-0.3126999999999986 ,	1.155785820921338 ,	-0.02907984789298491 ,	-0.7462893361585441 ,		-0.28725	1.191018832	-0.02425353986	-0.7528691015		
-0.3127499999999986 ,	1.1557190265437127 ,	-0.029089959703818474 ,	-0.7462751921141759 ,		-0.2872	1.191090471	-0.02424467115	-0.7528808179		
-0.3127999999999986 ,	1.155652241703341 ,	-0.029100074048654133 ,	-0.7462610432751845 ,		-0.28715	1.19116212	-0.02423580479	-0.7528925295		
-0.3128499999999986 ,	1.1555854664004113 ,	-0.02911019092785125 ,	-0.7462468896414579 ,		-0.2871	1.191233778	-0.02422694076	-0.7529042363		
-0.31289999999999857 ,	1.1555187006349998 ,	-0.02912031034178755 ,	-0.7462327312129273 ,		-0.28705	1.191305446	-0.02421807906	-0.7529159385		
-0.31294999999999856 ,	1.1554519444072613 ,	-0.02913043229082798 ,	-0.7462185679894944 ,		-0.287	1.191377123	-0.02420921971	-0.752927636		
-0.31299999999999856 ,	1.1553851977174188 ,	-0.02914055677532597 ,	-0.7462043999710312 ,		-0.28695	1.19144881	-0.02420036269	-0.7529393287		
-0.31304999999999855 ,	1.155318460565532 ,	-0.029150683795662016 ,	-0.7461902271574775 ,		-0.2869	1.191520506	-0.02419150801	-0.7529510167		
-0.31309999999999855 ,	1.1552517329517729 ,	-0.029160813352198264 ,	-0.7461760495487284 ,		-0.28685	1.191592212	-0.02418265567	-0.7529627		
-0.31314999999999854 ,	1.1551850148762646 ,	-0.029170945445304207 ,	-0.7461618671446972 ,		-0.2868	1.191663927	-0.02417380566	-0.7529743786		
-0.31319999999999854 ,	1.1551183063392307 ,	-0.029181080075332357 ,	-0.7461476799452591 ,		-0.28675	1.191735652	-0.02416495798	-0.7529860525		
-0.31324999999999853 ,	1.1550516073407466 ,	-0.029191217242661088 ,	-0.7461334879503483 ,		-0.2867	1.191807386	-0.02415611264	-0.7529977217		
-0.3132999999999985 ,	1.154984917880962 ,	-0.02920135694765504 ,	-0.746119291159867 ,		-0.28665	1.191879129	-0.02414726969	-0.7530093869		
-0.3133499999999985 ,	1.15491823796004 ,	-0.029211499190677184 ,	-0.7461050895737161 ,		-0.2866	1.191950881	-0.02413842917	-0.753021049		
-0.3133999999999985 ,	1.1548515675781263 ,	-0.02922164397209312 ,	-0.7460908831918031 ,		-0.28655	1.192022645	-0.02412959063	-0.7530327009		
-0.3134499999999985 ,	1.1547849067353497 ,	-0.029231791292271138 ,	-0.7460766720140386 ,		-0.2865	1.192094416	-0.02412075463	-0.7530443512		
-0.3134999999999985 ,	1.1547182554318938 ,	-0.0292419411515707 ,	-0.7460624560403148 ,		-0.28645	1.192166198	-0.02411192096	-0.7530559968		
-0.3135499999999985 ,	1.1546516136678562 ,	-0.029252093550365444 ,	-0.7460482352705614 ,		-0.2864	1.192237989	-0.02410308962	-0.7530676377		
-0.3135999999999985 ,	1.1545849814433915 ,	-0.029262248489018736 ,	-0.7460340097046779 ,		-0.28635	1.192309789	-0.02409426061	-0.7530792738		
-0.3136499999999985 ,	1.1545183587586536 ,	-0.029272405967894058 ,	-0.7460197793425702 ,		-0.2863	1.192381599	-0.02408543394	-0.7530909053		
-0.3136999999999985 ,	1.154451745613795 ,	-0.02928256598735651 ,	-0.7460055441841442 ,		-0.28625	1.192453418	-0.0240766096	-0.753102532		
-0.3137499999999985 ,	1.154385142008952 ,	-0.029292728547772054 ,	-0.7459913042293101 ,		-0.2862	1.192525246	-0.02406778764	-0.7531141552		
-0.31379999999999847 ,	1.1543185479442752 ,	-0.029302893649505345 ,	-0.7459770594779745 ,		-0.28615	1.192597085	-0.0240589679	-0.7531257714		
-0.31384999999999846 ,	1.154251963419903 ,	-0.02931306129292151 ,	-0.7459628099300513 ,		-0.2861	1.192668932	-0.02405015055	-0.753137384		
-0.31389999999999846 ,	1.1541853884359914 ,	-0.02932323147838575 ,	-0.7459485555854427 ,		-0.28605	1.192740789	-0.02404133553	-0.7531489919		
-0.31394999999999845 ,	1.1541188229926627 ,	-0.029333404206264867 ,	-0.7459342964440641 ,		-0.286	1.192812656	-0.02403252284	-0.7531605951		
-0.31399999999999845 ,	1.1540522670900906 ,	-0.029343579476919134 ,	-0.7459200325058196 ,		-0.28595	1.192884532	-0.02402371248	-0.7531721935		
-0.31404999999999844 ,	1.1539857207284017 ,	-0.029353757290716993 ,	-0.7459057637706233 ,		-0.2859	1.192956417	-0.02401490444	-0.7531837873		
-0.31409999999999844 ,	1.1539191839077694 ,	-0.029363937648018222 ,	-0.7458914902383712 ,		-0.28585	1.193028312	-0.02400609874	-0.7531953763		
-0.31414999999999843 ,	1.1538526566282687 ,	-0.029374120549199037 ,	-0.7458772119090068 ,		-0.2858	1.193100216	-0.02399729536	-0.7532069607		
-0.3141999999999984 ,	1.153786138890136 ,	-0.029384305994608395 ,	-0.7458629287823998 ,		-0.28575	1.19317213	-0.02398849431	-0.7532185403		
-0.3142499999999984 ,	1.1537196306934319 ,	-0.02939449398462521 ,	-0.7458486408584971 ,		-0.2857	1.193244053	-0.02397969558	-0.7532301152		
-0.3142999999999984 ,	1.1536531320383576 ,	-0.029404684519605033 ,	-0.7458343481371843 ,		-0.28565	1.193315986	-0.02397089919	-0.7532416854		
-0.3143499999999984 ,	1.15358664292507 ,	-0.02941487759990892 ,	-0.7458200506183698 ,		-0.2856	1.193387928	-0.02396210523	-0.753253251		
-0.3143999999999984 ,	1.153520163353656 ,	-0.029425073225910474 ,	-0.7458057483019866 ,		-0.28555	1.19345988	-0.02395331337	-0.7532648117		
-0.3144499999999984 ,	1.153453693324302 ,	-0.029435271397969122 ,	-0.745791441187932 ,		-0.2855	1.193531841	-0.02394452395	-0.7532763678		
-0.3144999999999984 ,	1.1533872328371262 ,	-0.02944547211645124 ,	-0.7457771292761257 ,		-0.28545	1.193603811	-0.02393573685	-0.7532879192		
-0.3145499999999984 ,	1.153320781892275 ,	-0.029455675381720985 ,	-0.7457628125664829 ,		-0.2854	1.193675791	-0.02392695209	-0.753299466		
-0.3145999999999984 ,	1.1532543404899558 ,	-0.02946588119413282 ,	-0.7457484910588879 ,		-0.28535	1.193747781	-0.02391816964	-0.7533110078		
-0.3146499999999984 ,	1.1531879086302166 ,	-0.029476089554065815 ,	-0.7457341647532912 ,		-0.2853	1.19381978	-0.02390938952	-0.753322545		
-0.31469999999999837 ,	1.1531214863132966 ,	-0.029486300461867853 ,	-0.7457198336495703 ,		-0.28525	1.193891788	-0.02390061172	-0.7533340776		
-0.31474999999999836 ,	1.1530550735392753 ,	-0.029496513917913747 ,	-0.745705497747661 ,		-0.2852	1.193963806	-0.02389183624	-0.7533456054		
-0.31479999999999836 ,	1.1529886703083083 ,	-0.029506729922565787 ,	-0.745691157047477 ,		-0.28515	1.194035833	-0.02388306309	-0.7533571285		
-0.31484999999999835 ,	1.1529222766205593 ,	-0.029516948476183448 ,	-0.7456768115489211 ,		-0.2851	1.19410787	-0.02387429226	-0.7533686469		
-0.31489999999999835 ,	1.152855892476132 ,	-0.029527169579137983 ,	-0.745662461251923 ,		-0.28505	1.194179916	-0.02386552375	-0.7533801606		
-0.31494999999999834 ,	1.1527895178752596 ,	-0.029537393231777273 ,	-0.7456481061563637 ,		-0.285	1.194251972	-0.02385675756	-0.7533916696		
-0.31499999999999834 ,	1.152723152817979 ,	-0.02954761943448279 ,	-0.7456337462621989 ,		-0.28495	1.194324037	-0.02384799369	-0.7534031739		
-0.31504999999999833 ,	1.152656797304508 ,	-0.029557848187604624 ,	-0.7456193815693135 ,		-0.2849	1.194396111	-0.02383923215	-0.7534146735		
-0.3150999999999983 ,	1.1525904513350023 ,	-0.029568079491505996 ,	-0.7456050120776178 ,		-0.28485	1.194468196	-0.02383047292	-0.7534261684		
-0.3151499999999983 ,	1.1525241149095422 ,	-0.02957831334655939 ,	-0.7455906377870541 ,		-0.2848	1.194540289	-0.02382171601	-0.7534376586		
-0.3151999999999983 ,	1.1524577880283031 ,	-0.02958854975312291 ,	-0.7455762586975225 ,		-0.28475	1.194612392	-0.02381296143	-0.753449144		
-0.3152499999999983 ,	1.1523914706914153 ,	-0.029598788711562313 ,	-0.7455618748089465 ,		-0.2847	1.194684504	-0.02380420916	-0.7534606248		
-0.3152999999999983 ,	1.152325162899093 ,	-0.02960903022222746 ,	-0.7455474861212139 ,		-0.28465	1.194756626	-0.02379545921	-0.7534721009		
-0.3153499999999983 ,	1.1522588646513983 ,	-0.029619274285496006 ,	-0.7455330926342721 ,		-0.2846	1.194828757	-0.02378671158	-0.7534835722		
-0.3153999999999983 ,	1.1521925759484823 ,	-0.029629520901729756 ,	-0.7455186943480359 ,		-0.28455	1.194900898	-0.02377796627	-0.7534950388		
-0.3154499999999983 ,	1.152126296790556 ,	-0.029639770071279086 ,	-0.7455042912623937 ,		-0.2845	1.194973048	-0.02376922327	-0.7535065008		
-0.3154999999999983 ,	1.1520600271777086 ,	-0.02965002179451658 ,	-0.7454898833772856 ,		-0.28445	1.195045208	-0.02376048259	-0.753517958		
-0.3155499999999983 ,	1.1519937671100713 ,	-0.029660276071806876 ,	-0.7454754706926333 ,		-0.2844	1.195117377	-0.02375174423	-0.7535294105		
-0.31559999999999827 ,	1.1519275165878646 ,	-0.02967053290349851 ,	-0.7454610532083222 ,		-0.28435	1.195189556	-0.02374300819	-0.7535408584		
-0.31564999999999827 ,	1.1518612756111284 ,	-0.029680792289973144 ,	-0.7454466309243134 ,		-0.2843	1.195261744	-0.02373427446	-0.7535523015		
-0.31569999999999826 ,	1.1517950441801055 ,	-0.02969105423157551 ,	-0.7454322038404861 ,		-0.28425	1.195333941	-0.02372554304	-0.7535637399		
-0.31574999999999825 ,	1.1517288222948858 ,	-0.029701318728675898 ,	-0.745417771956776 ,		-0.2842	1.195406148	-0.02371681394	-0.7535751736		
-0.31579999999999825 ,	1.1516626099556349 ,	-0.02971158578163466 ,	-0.7454033352730961 ,		-0.28415	1.195478365	-0.02370808716	-0.7535866026		
